ville,hotel,url,distance,adresse,score,description,latitude_hotel,longitude_hotel
Bayeux,Grand appart - CENTRE HISTORIQUE - LUMINEUX - Bayeux - proche Omaha Beach,https://www.booking.com/hotel/fr/centre-historique-lumineux-parking-gratuit.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,350 m du centre,"1 Rue du Général de Dais, 14400 Bayeux, France",8.9,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Grand appart - CENTRE HISTORIQUE - LUMINEUX - Bayeux - proche Omaha Beach !,49.278147860226,-0.706265297553
Bayeux,La Maison de Mathilde,https://www.booking.com/hotel/fr/la-maison-de-mathilde.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,50 m du centre,"23 Rue Larcher, 14400 Bayeux, France",8.9,"La Maison de Mathilde vous accueille à Bayeux, à 100 mètres du musée Baron Gérard et à 200 mètres du musée de la Tapisserie de Bayeux. Cette maison d'hôtes, datant du Moyen Âge, dispose d'une terrasse bien exposée avec vue sur le jardin.",49.2764746768867,-0.702470084655715
Bayeux,Le Boudoir,https://www.booking.com/hotel/fr/villa-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"0,6 km du centre","3 ter rue charles de foucauld, 14400 Bayeux, France",8.9,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Boudoir !,49.281362347408,-0.700075818886
Bayeux,Appart’hôtel saint patrice,https://www.booking.com/hotel/fr/appart-saint-patrice.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,"0,8 km du centre","32 Rue Saint-Patrice, 14400 Bayeux, France",8.9,"Doté d'un jardin et d'une connexion Wi-Fi gratuite, l'Appart'hôtel saint patrice propose des hébergements bien situés à Bayeux, à proximité de la cathédrale Notre-Dame de Bayeux, du musée Baron Gérard et du musée de la Tapisserie de Bayeux.",49.280242,-0.71046
Bayeux,DOMAINE DU GRAND CAUGY,https://www.booking.com/hotel/fr/domaine-du-grand-caugy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,"1,9 km du centre","St Vigor le Grand Route de Caugy, 14400 Bayeux, France",8.8,"Offrant une vue sur le jardin, le DOMAINE DU GRAND CAUGY est situé à Bayeux, à 2,3 km du musée de la Tapisserie de Bayeux. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé.",49.282562999999996,-0.6773629999999999
Bayeux,Hotel Le Lion D'Or et Restaurant La Table Du Lion,https://www.booking.com/hotel/fr/le-lion-d-or-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,300 m du centre,"71 Rue Saint Jean, 14400 Bayeux, France",8.7,"Occupant un ancien bureau de poste du XVIIIe siècle, l'Hotel Le Lion D'Or et Restaurant La Table Du Lion est désormais un établissement charmant situé dans l'un des plus anciens quartiers de Bayeux. Doté d'une réception ouverte 24h/24, il est installé à seulement 400 mètres du musée de la Tapisserie de Bayeux.",49.2762783231248,-0.6983694434165955
Bayeux,Hotel Reine Mathilde,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,40 m du centre,"23 Rue Larcher, 14400 Bayeux, France",8.4,"L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. Il propose une connexion Wi-Fi gratuite et des chambres modernes avec salle de bains privative.",49.276031585766,-0.7017248868942261
Bayeux,Le Castel Guesthouse,https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,250 m du centre,"1 Boulevard Sadi Carnot, 14400 Bayeux, France",8.4,"La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie.",49.2736831443021,-0.703226923942566
Bayeux,Au Loup Historic Apartments,https://www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"0,5 km du centre","45 Rue Saint-Loup, 14400 Bayeux, France",8.4,"Installé à Bayeux, à 550 mètres de la cathédrale Notre-Dame et à 10 minutes à pied du musée de la Tapisserie de Bayeux, l'établissement Au Loup Historic Apartments propose des hébergements avec connexion Wi-Fi gratuite, coin salon et télévision à écran plat.",49.272797999999995,-0.7075560000000001
Bayeux,ibis budget Bayeux,https://www.booking.com/hotel/fr/etap-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"4,7 km du centre","Zone d'Activité de Nonant, rue des Longues Haies, 14400 Bayeux, France",8.1,"L’ibis budget Bayeux vous accueille entre Caen et Cherbourg, à proximité de la sortie 36 de la route N13 et à seulement 13 km des plages du débarquement. Cet établissement possède une réception ouverte 24h/24 et des chambres climatisées dotées d’une connexion Wi-Fi gratuite.",49.254242086412305,-0.6464874744415281
Bayeux,Immolidays,https://www.booking.com/hotel/fr/immolidays.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"0,6 km du centre","25 Rue Saint Patrice, 14400 Bayeux, France",8.1,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Immolidays !,49.2790553457179,-0.7085620611360355
Bayeux,Château de Bellefontaine,https://www.booking.com/hotel/fr/chateau-de-bellefontaine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,"1,2 km du centre","49, Rue de Bellefontaine, 14400 Bayeux, France",8.1,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Château de Bellefontaine !,49.2697402411469,-0.6888395547866825
Bayeux,IKE'S Deluxe APARTMENT in Bayeux,https://www.booking.com/hotel/fr/ike-39-s-apartment.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,"0,7 km du centre","1 Rue du Docteur Guillet, 14400 Bayeux, France",8.0,Vous pouvez bénéficier d'une réduction Genius dans l'établissement IKE'S Deluxe APARTMENT in Bayeux !,49.279712,-0.7097800000000001
Bayeux,Churchill Hotel Bayeux Centre,https://www.booking.com/hotel/fr/churchill-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from=searchresults#hotelTmpl,150 m du centre,"14 Rue St Jean, 14400 Bayeux, France",8.0,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Churchill Hotel Bayeux Centre !,49.27660730434995,-0.7005715370178225
Bayeux,Hôtel Le Bayeux,https://www.booking.com/hotel/fr/le-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,250 m du centre,"9 Rue Tardif, 14400 Bayeux, France",7.9,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Le Bayeux !,49.274159141472296,-0.7045063376426695
Bayeux,Grand Hôtel du Luxembourg et La Table du Grand Luxembourg,https://www.booking.com/hotel/fr/hotelduluxembourg.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4As-p4ZwGwAIB0gIkNjVjYTUwNzktYWE3My00ZjQ0LWJmYjAtNGZiMDczNzQ0Yzc12AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=290b4a277e17000c&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,250 m du centre,"25 Rue Des Bouchers, 14400 Bayeux, France",7.7,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Grand Hôtel du Luxembourg et La Table du Grand Luxembourg !,49.2784219113555,-0.7032966613769529
Bayonne,Euskal etxea,https://www.booking.com/hotel/fr/euskal-etxea.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,1 km du centre,"6 Impasse Gayon, 64100 Bayonne, France",9.8,"Doté d'un jardin et d'un barbecue, l'Euskal etxea est situé à Bayonne, à 22 km de la gare de Saint-Jean-de-Luz, à 23 km de l'église Saint-Jean-Baptiste et à 36 km de la gare d'Hendaye. Cet hébergement climatisé se trouve à 12 km de la gare de Biarritz-La Négresse. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.",43.487220300000004,-1.4658403
Bayonne,Appartement résidence neuve,https://www.booking.com/hotel/fr/appartement-residence-neuve.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,"1,9 km du centre","21 Chemin du Moulin de Habas, 64100 Bayonne, France",9.7,"L'Appartement résidence neuve est situé à Bayonne, à 16 km de la gare de Biarritz-La Négresse, à 26 km de la gare de Saint-Jean-de-Luz et à 27 km de l'église Saint-Jean-Baptiste. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.",43.505768599999996,-1.4596692
Bayonne,23 Avenue du 8 Mai 1945,https://www.booking.com/hotel/fr/23-avenue-du-8-mai-1945.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,"2,4 km du centre","23 Avenue du 8 Mai 1945, 64100 Bayonne, France",9.3,"Situé à Bayonne, à seulement 8,7 km de la gare de Biarritz-La Négresse, le 23 Avenue du 8 Mai 1945 propose un hébergement avec vue sur la montagne, connexion Wi-Fi et parking privé gratuits. Occupant un bâtiment datant de 1900, il se trouve à 19 km de la gare de Saint-Jean-de-Luz et de l'église Saint-Jean-Baptiste.",43.4728192,-1.4858856
Bayonne,Duplex Typique Centre Bayonne,https://www.booking.com/hotel/fr/duplex-typique-centre-bayonne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,400 m du centre,"3 rue Pannecau, 64100 Bayonne, France",9.2,"Le Duplex Typique Centre Bayonne propose un hébergement avec connexion Wi-Fi gratuite à Bayonne, à 12 km de la gare de Biarritz-La Négresse, à 22 km de la gare Saint-Jean-de-Luz et de l'église Saint-Jean-Baptiste. Vous séjournerez à 48 km de Pasaiako portua.",43.489894,-1.4738920000000002
Bayonne,Villa la Renaissance,https://www.booking.com/hotel/fr/villa-la-renaissance-bayonne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"1,3 km du centre","12 Chemin de Jacquette, 64100 Bayonne, France",9.2,"La Villa la Renaissance propose des chambres à Bayonne, à 600 mètres du parc Ansot et à 1,2 km de la cathédrale Sainte-Marie. Il propose un service d'étage et une terrasse. Le siège de Guyenne et Gascogne se trouve à 700 mètres de l'hôtel et le musée Bonnat-Helleu, le musée des beaux-arts de Bayonne, est à 1,1 km.",43.482321,-1.4681639999999998
Bayonne,Appartement T2 avec place de parking,https://www.booking.com/hotel/fr/appartement-t2-avec-place-de-parking.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,"2,8 km du centre","53 Avenue Docteur Bernard Gaudeul, 64100 Bayonne, France",9.0,"L'Appartement T2 avec place de parking est situé à Bayonne, à 5,3 km de la gare de Biarritz-La Négresse, à 20 km de la gare Saint-Jean-de-Luz et de l'église Saint-Jean-Baptiste. Vous bénéficierez d'un accès à un balcon et d'un parking privé gratuit.",43.478275978015,-1.503343406839
Bayonne,Hôtel Villa KOEGUI Bayonne,https://www.booking.com/hotel/fr/villa-koegui-bayonne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,250 m du centre,"7 Rue Frédéric Bastiat, 64100 Bayonne, France",9.0,"Doté d’un bar, d’un restaurant, d’une terrasse, d’un salon commun et d’une salle de sport, l’Hôtel Villa KOEGUI Bayonne propose des hébergements à Bayonne. Il assure un service d’étage, et sa réception est ouverte 24h/24. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble de l’établissement.",43.492371,-1.472588
Bayonne,Atlantic Selection - Le loft 36,https://www.booking.com/hotel/fr/atlantic-selection-le-loft-36.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,"1,2 km du centre","36 Rue de Masure, 64100 Bayonne, France",8.9,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur le jardin, l'Atlantic Selection - Le loft 36 est un hébergement situé à Bayonne. Cet appartement se trouve à 22 km de l'église Saint-Jean-Baptiste et à 35 km de la gare d'Hendaye.",43.4891491,-1.4893667
Bayonne,jeu de paume,https://www.booking.com/hotel/fr/jeu-de-paume-bayonne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,450 m du centre,"1 Rue du Jeu de Paume, 64100 Bayonne, France",8.9,"L'établissement Jeu de paume est situé à Bayonne, à 11 km de la gare de Biarritz-La Négresse, à 21 km de la gare de Saint-Jean-de-Luz et à 22 km de l'église Saint-Jean-Baptiste. Vous séjournerez à 47 km de Pasaiako portua.",43.4898477,-1.4718019
Bayonne,Cosy appartement Bayonne historique,https://www.booking.com/hotel/fr/cosy-appartement-bayonne-historique.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,"0,5 km du centre","10 Passage Sainte-Catherine, 64100 Bayonne, France",8.9,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Cosy appartement Bayonne historique est un hébergement situé à Bayonne. Cet appartement se trouve à 26 km de l'église Saint-Jean-Baptiste et à 39 km de la gare d'Hendaye.",43.4952,-1.4694120000000002
Bayonne,T3 avec sa terrasse ensoleillée,https://www.booking.com/hotel/fr/t3-avec-sa-terrasse-ensoleillee.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from=searchresults#hotelTmpl,"1,5 km du centre","8 Chemin de Lannot, 64100 Bayonne, France",8.8,"Doté d'une terrasse et offrant une vue sur le jardin, le T3 avec sa terrasse ensoleillée est situé à Bayonne, à 27 km de l'église Saint-Jean-Baptiste et à 41 km de la gare d'Hendaye. Doté d'un parking privé gratuit, l'établissement se trouve à 17 km de la gare de Biarritz-La Négresse et à 27 km de celle de Saint-Jean-de-Luz.",43.507081311563,-1.475347452505
Bayonne,Maison d'hôtes City Break MIRADOUR,https://www.booking.com/hotel/fr/city-break-miradour.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9iYXlvbm5lSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALmquGcBsACAdICJGUwMzU2MDkzLTkxNTItNGM0NS04NTAyLWVkNmIxNmE0YzYzMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=5c064a73fe1a001f&srepoch=1670927719&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"0,5 km du centre","9 Rue des Faures, 64100 Bayonne, France",8.7,"Située à Bayonne, la Maison d'hôtes City Break MIRADOUR Il propose des hébergements bien équipés avec connexion Wi-Fi gratuite, à 12 km de la gare de Biarritz-La Négresse et à 22 km de la gare de Saint-Jean-de-Luz.",43.489513,-1.479078
